text,label
Lambat,UMUM
"Tugas banyak yang nipu, aplikasi banyak bug... lengkap PLN",LAYANAN
"Aplikasi bobrok,lapor pengaduan 2 x di riwayat pengaduanya tidak ada",APLIKASI
Error,UMUM
Gk ada guna nya aplikasi PLN mobile ini. buat lapor karena listrik padam seta hujan lebat dn yang padam juga cmn rmh ku sndri... di suruh nunggu respon 45 mnt ktnya... dn tindak paling lama 3 jam. smpe pgi cuk nunggu nya dalam gelap gulita. gk ada respon apa juga anjir. jdi ini fungsi ngelapor apa weyy. lapor gk di terima. mna aplikasi nya berat lagi itu muat data terus pas mau ngecek padahal jaring bagus. perbaiki dulu nohh aplikasi kamu baru buka jasa bantu orang ramai. respon cepat heleh menyenye nyata,LAYANAN
"Respon lama mati listrik di kuta selatan dari kmaren tidak ada penanganan,,status dalam kerja tapi nga ada tugas yang datang",LAYANAN
Mohon di perbaiki sistem pembayarannya...saya aju pasang baru lewat aplikasi supaya lebih aman dan cepat...eh malah dipersulit...saya hub ke kantor unit...kata mereka harus tunggu 4 bulan lagi...karena kami aju dan bayar lewat aplikasi...makanya proses SLO nya lama...dan pembayaran belum masuk ke kantor unit...ini kenapa ya?,LAYANAN
"Layan pasang baru KWH meter di PLN mobile masalah aplikasi henti sampai tentu titik lokasi, selanjunya tidak respon walaupun peta sudah kita geser ke titik lokasi pasang tombol lanjut selau abu abu, alias tidak respon. layan PLN mobile sangat kecewa buruk",UMUM
"Mau cek guna PLN loading tidak kelar, logout dan login lagi loading-loading doank, live chat tidak jalan.aplikasi baik dengan budget besar",UMUM
"PLN kerja tidak becus tiap hari selalu mati listrik, bikin rugi konsumen, buat alat elektronik saya jadi mudah rusak, ganggu usaha orang saja",LAYANAN
"Aplikasi pasang baru KWH meter di PLN mobile masalah hanya sampai tentu titik lokasi pasang lanjut selalu time out, peta tidak pernah muncul",UMUM
"Layan pengaduan sangat sangat lambat, saya lapor jaring listrik warung masi goreng saya mati,mosok harus nunggu 3 jam,, pelayananya kurang bagus,saya kasih bintang 1 saja,tolong tegur tugas jaga tgl 18.februari 2026,jam 18,saya di kerjain,sy tunggu 3 jam nyata lapor saya gk di sampai ke tugas pln,petugas tidak ada yang datang,,akhirnya saya ke PLN dekat marah",LAYANAN
"Masang KWH baru 1200 va total 2,4 jt pilih sama instalasi tidak bisa di pilih, jdi otomatis sama instaalisnya jdi mahal not rekomen aplikasi nya buat masang baru, padahal pas ke loket kata bisa tanpa instalasi, di apknya mlh wajib, kalau tidak di centang instalasi tidak bisa lanjut mohon",APLIKASI
Error lambat payah,UMUM
"Layan listrik di kabupaten pulau sangihe sangat kecewa madam jadi ulang kali dengan tegang tidak stabil naik-turun sehingga sebab rusa pada perangkat elektronik dan rugi materi bagi masyarakat. lalu aplikasi PLN mobile, kami harap ada jelas transparan dan solusi konkret agar gangguan ini segera tangan cara serius dan lanjut",LAYANAN
Server perbaiki,UMUM
PLN babi,UMUM
"Tidak jelas, tiba-tiba bayar listrik mahal banget, beberapa bulan akhir pakai listrik sudah rang eh tau harga listrik malah lebih mahal dari bulan-bulan akhir jangan begitu pak ke rakyat kecil",LAYANAN
"Saya sudah lapor PLN untuk pengaduan ganti mcb 4 bulan yang lalu krna mcb yang rusak dan skrang listrik di loss sama PLN dan sampai sekarang belum di tindak lanjut sudah lapor di 123 sampai buat 3 lapor pun belum ada tindak lanjut, ada wa dari teknisi unit anti gresik tapi telah di wa sudah tidak respon lagi, belum ada tindak lanjut kok bisa lapor di aplikasi sudah selesai, woey saya listrik ini bayar bukan minta, bagaimana si layan PLN",LAYANAN
Mati lampu sering. matiin 10 detik pun puas kalian binatang,LAYANAN
Baru mau nyoba beli token karena lebih murah... tapi gagal 2 x... aplikasi lambat error.aplikasi tidak recomended. mending di cut... bikin sampah d hp,APLIKASI
"Banyak sekali bug nya, kalian tidak bisa perbaiki apa bagaimana",UMUM
"Komplain uda 10 menit cuma loading muter tidak terkirim,ayolaah. padahal paket data ada, bisa buat ngapa in.",APLIKASI
"Mati listrik hampir 5 jam, padahal tidak ada pemberitahuan apa, kira manusia gowa tidak butuh listrik",LAYANAN
Lapor PLN belum datang datang,LAYANAN
Loading mohon tunggu terus terlalu lama,UMUM
Saya buat pengaduan masalah token listrik tidak bisa di isi belum ada tindak lanjut tangan tapi status lapor tiba-tiba ubah batal langgan layan kecewa,APLIKASI
"Saya kasih bintang 2, karena sya buat mohon tambah daya tapi sudah 3 minggu mcb nya belum ganti tetapi status di aplikasi sudah selesai. untung komunikasi dengan tugas PLN via wa cukup baik.",LAYANAN
Bulan ramadhan sekarang pak.waktu buka lampu di matikan.tolong di perbaiki jaring pak.ndk pohon yang di bersih kan. ulp pariaman.,LAYANAN
"Parah, aplikasi tidak guna",UMUM
Tidak bisa report pengaduan,APLIKASI
Chat lapor pengaduan terlalu lambat. tidak ada fasilitas telepon pengaduan,LAYANAN
Susah daftar kalau pake hp 1 karena waku di minta kode dari imel saya harus masuk ke imel untuk mlihatnya begitu balik lagi ke apps hrus daftar ulang dari awal lagi bigitu terus rumit ni apps daftar,APLIKASI
Aplikasi yang sangat buruk bli token saldo di ambil token gagal kalau bisa jangan di download,APLIKASI
Layan pasang baru jelek rumit dan juga lama.,APLIKASI
Manis di awal doang,UMUM
Layan ulp kosambi karawang kurang efesien dalam proses pasang baru.,LAYANAN
"Tidak suka sama staf PLN rayon tabing sumatra barat kota padang,karna proses verifikasi PLN unit terlalu lama,mohon untuk di cepat proses verifikasi PLN unit kait dengan fast respon",APLIKASI
"Tidak suka sama staf PLN rayon tabing sumatra barat kota padang,karna proses verifikasi PLN unit terlalu lama,mohon untuk di cepat proses verifikasi PLN unit kait dengan fast respon",APLIKASI
"Tidak suka sama staf PLN rayon tabing sumatra barat kota padang,karna proses verifikasi PLN unit terlalu lama,mohon untuk di cepat proses verifikasi PLN unit kait dengan fast respon",APLIKASI
"Tidak suka sama staf PLN rayon tabing sumatra barat kota padang,karna proses verifikasi PLN unit terlalu lama,mohon untuk di cepat proses verifikasi PLN unit kait dengan fast respon",APLIKASI
"Tidak suka sama staf PLN rayon tabing sumatra barat kota padang,karna proses verifikasi PLN unit terlalu lama,mohon untuk di cepat proses verifikasi PLN unit kait dengan fast respon",APLIKASI
"Tidak suka sama staf PLN rayon tabing sumatra barat kota padang,karna proses verifikasi PLN unit terlalu lama,mohon untuk di cepat proses verifikasi PLN unit kait dengan fast respon",APLIKASI
Bukin aplikasi kalau g bisa g usah suruh lporan padam pakai aplikasi klik desa muat ulang terus jelek baget,APLIKASI
Yang waras ya that simple...,UMUM
"Tidak suka sama staf PLN rayon tabing sumatra barat kota padang,karna proses verifikasi PLN unit terlalu lama,mohon untuk di cepat proses verifikasi PLN unit kait dengan fast respon",APLIKASI
Sigap,UMUM
Layan pasang baru unit PLN kosambi karawang jelek... rumit tidak efesien.,LAYANAN
Layan ulp kosambi karawang bobrok,LAYANAN
Maaf saya rubah bintang satu. karena akhir akhir ini aplikasi sangat buruk. masak buat lapor belum selesai aplikasi keluar sendiri terus. sampai di perbarui tetap. di instal ulang juga tetap.,APLIKASI
Aplikasi lambat mohon tunggu terus! padahal sinyal bagus!,UMUM
Aplikasi ngelag gk jelas banget,UMUM
Aplikasi telek habis pengaduan malah error tidak jelas,APLIKASI
App lambat pengaduan sudah 2 jam tidak bisa-bisa.,APLIKASI
Tidak jelas,UMUM
Benar benar adu selalu di batal,LAYANAN
Aplikasi bug dan sering maintenance,UMUM
"Beberapa kali telah perbarui aplikasi pengaduan responnya lambat,hanya mutar terus",APLIKASI
Memang jos,LAYANAN
Lama banget respon nya,LAYANAN
"Aplikasi aneh tidak guna, banyak bug, proses lama, hambat kerja",UMUM
Makin bobrok untuk pengaduan makin lambat,LAYANAN
"Error tidak bisa bayar listrik, payah.",APLIKASI
Acces denied terus. aneh kelas PLN aplikasi magang,UMUM
"Aplikasi cacat, mau bayar tagih saja ngelag muter muter terus",APLIKASI
"Jelek banget sumpah, beli token sini saldo potong tapi token belum muncul, minta bantu live chat, malah gtu aplikasi slow respon parah buruk",APLIKASI
Tokennya keluar lama,APLIKASI
Mau bayar tagihan tidak bisa sudah beberapa hari sampai akhir nya lewat tanggal 20 bulan yang lalu masih bisa palai briva,APLIKASI
Sering ngelag dan error,UMUM
"Janji 3 x jam, sampai sekarang belum ditangepin lbh dari 13 jam",LAYANAN
"Aplikasi apa ini, bagi pengaduan sudah kirim muter-muter saja tidak jelas dan tiba-tiba hilang gagal, ulang lagi masih kayak gitu, mohon tindak lanjut",APLIKASI
"Prosedur tangan dan pelanan,sangat lama",LAYANAN
Data isi token akhir ko tidak perbarui ya?,APLIKASI
"Tambah fitur fitur spesifikasi baru dan lebih lengkap. moga depan aplikasi nya lebih bagus,lebih dinamis,serta layan lapor gangguan bisa lebih cepat dan tepat, moga dapat harga diskon 50 .",UMUM
"Jika mau upload pengaduan madam selalu buat tidak terupload, sengaja buat seperti ini atau alergi dengan pengaduan?",APLIKASI
Bagaimana status gagal pembayaran hasil saldo tidak bisa balik,APLIKASI
"Saya langgan daya 1300 va di wilayah bagelen 2 gedong tata sawar saya cek kode 41 tegang hanya 196 volt. elektronik sering mati dan restart sendiri. informasi dari warga sekitar, bagi wilayah desa kami juga alami hal yang sama. mohon segera laku kece dan baik karena khawatir rusak alat elektronik. mohon segera nang sudah lama sekali tidak ada nang kami bayar rutin. telat bayar listrik di cabut. pajak besar. tapi layan tidak sua",LAYANAN
"PLN gajelas! saya telfon 123 untuk tanya kait id pembayaran listrik pascabayar namun notifikasi di aplikasi tiba-tiba selesai tanpa bantu masalah sama sekali. telfon dua kali dan proses lagi namun ujung sama, kasus selesai tanpa bantu apa pun. telah itu tidak bisa telfon lagi. masa saya harus ganti meter listrik dengan yang baru?!",LAYANAN
"PLN gajelas! saya telfon 123 untuk tanya kait id pembayaran listrik pascabayar namun notifikasi di aplikasi tiba-tiba selesai tanpa bantu masalah sama sekali. telfon dua kali dan proses lagi namun ujung sama, kasus selesai tanpa bantu apa pun. telah itu tidak bisa telfon lagi. masa saya harus ganti meter listrik dengan yang baru?!",LAYANAN
"PLN gajelas! saya telfon 123 untuk tanya kait id pembayaran listrik pascabayar namun notifikasi di aplikasi tiba-tiba selesai tanpa bantu masalah sama sekali. telfon dua kali dan proses lagi namun ujung sama, kasus selesai tanpa bantu apa pun. telah itu tidak bisa telfon lagi. masa saya harus ganti meter listrik dengan yang baru?!",LAYANAN
"PLN gajelas! saya telfon 123 untuk tanya kait id pembayaran listrik pascabayar namun notifikasi di aplikasi tiba-tiba selesai tanpa bantu masalah sama sekali. telfon dua kali dan proses lagi namun ujung sama, kasus selesai tanpa bantu apa pun. telah itu tidak bisa telfon lagi. masa saya harus ganti meter listrik dengan yang baru?!",LAYANAN
"PLN gajelas! saya telfon 123 untuk tanya kait id pembayaran listrik pascabayar namun notifikasi di aplikasi tiba-tiba selesai tanpa bantu masalah sama sekali. telfon dua kali dan proses lagi namun ujung sama, kasus selesai tanpa bantu apa pun. telah itu tidak bisa telfon lagi. masa saya harus ganti meter listrik dengan yang baru?!",LAYANAN
"PLN gajelas! saya telfon 123 untuk tanya kait id pembayaran listrik pascabayar namun notifikasi di aplikasi tiba-tiba selesai tanpa bantu masalah sama sekali. telfon dua kali dan proses lagi namun ujung sama, kasus selesai tanpa bantu apa pun. telah itu tidak bisa telfon lagi. masa saya harus ganti meter listrik dengan yang baru?!",LAYANAN
"PLN gajelas! saya telfon 123 untuk tanya kait id pembayaran listrik pascabayar namun notifikasi di aplikasi tiba-tiba selesai tanpa bantu masalah sama sekali. telfon dua kali dan proses lagi namun ujung sama, kasus selesai tanpa bantu apa pun. telah itu tidak bisa telfon lagi. masa saya harus ganti meter listrik dengan yang baru?!",LAYANAN
"Guna fitur live chat, tapi saat proses cakap dengan cs langsung tiba-tiba halaman chat tutup langsung tidak bisa akses ulang, apakah karena jam istirahat cakap dengan konsumen langaung tutup cara pihak sangat tidak profesional",APLIKASI
"Aplikasi tipu gaes hati hati, beli token sudah di tf status langsung gagal saldo potong dichat cs suruh tunggu ke tunggu kamu kira lagi tidak make listrik ya tolol, dan satu lagi kenapa rating nya 4,9? karena pake jasa buzzer bintang 5 buat naiking ratting apps nya",APLIKASI
"Beli pulsa lalu PLN mobile ini, pembayaran via mobile banking, telah pembayaran selesai dan hasil dana sudah potong saya cek aplikasi PLN mobile status gagal... kapok dan pasti akhir untuk guna aplikasi ini",APLIKASI
"Aplikasi dan sigap tugas ok. tapi kalau sekali putus meski langsung bayar, nyala lama. kayak sengaja gitu. meski tagihan sudah bayar status tidak bisa nyala otomatis kayak indihome. tolong lbh tingkat ini rugi konsumen! apa susah nyalain balik listrik masa nunggu 3-4 jam? kendala apa harus beli kabel baru?!",LAYANAN
Menu pengaduan loading nya lama banget,APLIKASI
"Min tolong bantu! saya sudah aju pasang sejak 11 januari 2026 sampai saat ini 21 februari 2026 belum ada lepastian prmasangan. mohon bantu min, apakah ada mungkin tipu di aplikasi ini ya? saya rasa tidak ya min,, atau bagaimana. tunggu terimakasih",LAYANAN
Belum di segel sudah bayar. tapi tetep di segel listrik tidak ada pemberitahuan kalau di segel listrik masih tunggu dari jam 9 pagi-7 malam. hasil ke live chat nya nihil solusi hanya di anjur sabar untuk tunggu karena kalau lambat bayar 1 x 24 jam harus tunggu informasi untuk cabut segel. masalah sini adalah saya sudah bayar belum di segel tapi saya laku hina ini dari PLN kenapa hina? saya tunggu tapi tidak ada informasi sama sekali kalau di segel.,LAYANAN
Cuma kios token harga murah saya kira isi lalu aplikasi bisa perbarui token otomatis ke meter tanpa input... nyata harus input manual.,UMUM
"Tegaangan listrik di dusun karang sari rt 007 rw 003 desa bagelen camat gedong tatan, tidak setabil elektronik sering mati dan balian sudah rusak",LAYANAN
"Lampu di daerah kami mati terus saat mau buka puasa, tolong kenapa seperti ini",LAYANAN
Loding ya lama,UMUM
Tidak ada tindak banyak alas,LAYANAN
Saya guna PLN tanpa subsidi. tolong layan banding lurus. jangan sering mati tanpa sebab. nuwun,LAYANAN
Aplikasi sangat kecewa selalu lambat dalam merespon dan lambat saya bikin pengaduan masalah KWH meter tapi tiba tiba batal oleh pihak PLN sangat kecewa,LAYANAN
PLN janc k kode verifikasi email tidak masuk masuk. gathel,APLIKASI
"Tidak bisa login, payah",APLIKASI
Tugas sudah datang dan ngecek mereka ramah!tapi tidak ada tindak lanjut kata rusa dari dalam bangun saran untuk cari teknisi yang bisa perbaiki karena rusa bukan dari jalur PLN dn KWH normal! apakah itu sudah sesuai sop? terus yang benernya tugas PLN apa kalau cuma ngecek terus balik lagi suruh perbaiki sama pihak ke 3 saya saja bisa ngelamar jadi tugas PLN,LAYANAN
Tolong perbaiki aplikasi error tiap bikin lapor PLN mobile stak di mohon tunggu saja,APLIKASI
Aplikasi jelek,LAYANAN
Pengaduan belum tindak lanjut tetapi di aplikasi sudah selesai...,LAYANAN
"Aplikasi ini sangat manfaat bantu masyarakat, tapi kenpa lama sekali ya tugas lapang mau-mau jam mnunggu, smentara di aplikasi pengaduan kterangan nya dalam kerja tugas PLN tapi nyata tugas PLN belum dtang juga lokasi saya mohon dperbaiki mngenai ini, terimakasih",LAYANAN
"Kurang senang pengaduan live chat nya, hanya suruh tunggu entah sampai kapan, dan hanya suruh cek cara kala tidak ada selesai masalah, lambat",LAYANAN
Lambat di tanggapin,LAYANAN
"2026 masih mati lampu, tidak ada baik kerja dari tahun ke tahun",LAYANAN
Sering macet,UMUM
Mati lamputeros godean sleman,LAYANAN
"Tidak bisa buka ktny hp ud tidak support. gini ini kalau jabat pada hidup jauh di atas rakyatny, biasa gonta ganti sistem langsung k yang trbaru. jd skarang kalau tidak punya hp baru tidak punya akses k layan perintah marah marah harus andrioid 9 ke atas itu masalah cs. lagi itu app percuma lapor pengaduan tidak ada lanjut masih mending fitur live chatnya beneran lapor",APLIKASI
Aplikasi paling najis error mana mana susah minta ampun mau login doang susah error terus nyampe mampus korupsi saja tu duit perbaiki aplikasi itu gila,APLIKASI
Jelek aplikasi tidak mutu tiap kali beli token yang 20 rb selalu ada pemberitahuan kadaluwarsa... tidak jelas,APLIKASI
Aplikasi sampah. lambat parah. mau bayar saja susah. sampah,APLIKASI
"Pasang meter baru gagal, uang tidak kembali biadab kau PLN makan uang rakyat",LAYANAN
"Kalau aplikasi belum siap, jangan ada fitur swacam, swacam tidak masuk, akhir tagihan saya besar. lebih baik di catat sama tugas catat meter",LAYANAN
"Saat aplikasi memphoto meter beberapa kali salah karena otomatis angka merah selalu ikut catat belakang koma selalu itu, sehingga harus manual, tolong diperbaiki ingat kasihan orang-orang akan jebak angka merah sebut dengan tagihan yang bengkak tolong segera perbaiki",LAYANAN
"Kenapa tiap akun hanya bisa baca mandiri max 4 x? sedang target bo 250 lebih, harus kalau memang ada target atas rata-rata itu gausah kasih limit baca mandiri, hambat kerja",APLIKASI
Slow respon,LAYANAN
"Payah.karang aplikasi lambat pas masuk lagi susah banget.muter terus perbaiki bls tidak ngaruh boss.kendala bukan pada perangkat kami, perangkat kami sudah bagus semua. masalah nya kenapa aplikasi PLN ini tidak bisa pake wifi.pengenya data terus",UMUM
"Aplikasi payah. lapor tidak pernah di tindak lanjutin dari tugas buat aplikasi ini fungsi apa? biar cepat tapi malah sdm e malah masa bodo dengan keluh masyarakat, apalagi PLN manah surakarta, sudah lapor di fb,email,lewat aplikasi ini. tapi gangguan ya gang pernah di tindak lanjut ujung²nya yang perbaiki btl. fungsi aplikasi ini untuk apa? kalau sdm kerja masa bodo!",LAYANAN
"Lambat parah, ada jam lebih di SPKLU aplikasi loading terus sudah pembayaran, saldo uda masuk, tapi gagal terus ngecharge nya, aplikasi tidak jelas",APLIKASI
Tidak bisa buka dan tidak bisa running,APLIKASI
Suka error,APLIKASI
Aplikasi ini ngk bener.minta kode ct banya alasan.kalau ngk 9 tahap.kalau ngk tidak baca di vcc.,LAYANAN
Masih rating 1 karena pengaduan di aplikasi info sudah selesai padahal listrik belum nyala. ini apa yang selesai ya maksud,LAYANAN
Lasso leh ta tambah lebeh leg marah,UMUM
Pelayananya lambat,LAYANAN
Jelek sangat! layan tidak cepat jelek marah marah buruk,LAYANAN
Bagaimana ini kok pembyaran kadaluarsa padahal saldo sudah kurang untuk pembayaran token kecewa betul,APLIKASI
Najis rumit banget anj,UMUM
Lapor pengaduan mati lampu sudah 5 jam tidak ada tindak lanjut...,LAYANAN
Aplikasi tidak guna coz pengaduan tidak pernah layan,LAYANAN
Ini kenapa habis baharu tidak bisa cek riwayat ya,APLIKASI
Tolong untuk bagi yantek/petugas teknik nya... bila ada gangguan jaring listrik atau padam listrik... mohon segera di tindak lanjut bintang 1,LAYANAN
Siap,UMUM
Kenapa telah perbarui aplikasi di versi baru tidak bisa masuk ada tulis batas akses aplikasi? tolong solusi,APLIKASI
Sering error,UMUM
"Beli token tidak masuk, padahal status di banking succes, pengaduan di bantu klemar klemer pegawai nya, jadi bumn kok gitu banget lol, makanya merguikan negara terus PLN tidak pernah surplus buat bangun negara",APLIKASI
Kami kecewa dengan kerja PLN mati lampu tidak ada informasi atau umum di bikin lapor pengaduan tidak ada tindak tidak lapor masuk kasih langgan sekidit jelas gara gara lampu padam kami tidak bisa sahur,LAYANAN
Bikin pengaduan di my PLN perihall KWH meter mati. status di my PLN sedang di kerja lokasi tapi di lokasi gada tugas nya. dan konyol nya status ubah jadi nyala sementarra KWH masih mati total. parah parah,LAYANAN
𝐬𝐚𝐧𝐠𝐚𝐭 𝐦𝐞𝐦𝐛𝐚𝐧𝐭𝐮 𝐩𝐞𝐥𝐚𝐧𝐠𝐠𝐚𝐧 𝐝𝐚𝐥𝐚𝐦 𝐦𝐞𝐥𝐚𝐤𝐮𝐤𝐚𝐧 𝐛𝐞𝐫𝐛𝐚𝐠𝐚𝐢 𝐭𝐫𝐚𝐧𝐬𝐚𝐤𝐬𝐢 𝐦𝐞𝐧𝐲𝐚𝐧𝐠𝐤𝐮𝐭 𝐤𝐞𝐥𝐢𝐬𝐭𝐫𝐢𝐤𝐚𝐧,UMUM
"Kenapa PLN jadi sering mati lampu di wilayah perwira bekas utara ya.?,alasan nya pemeliharaan,dll asa kaga kelar-kelar itu kerjaan.?,tolong kalau mau mati lampu jangan sering lama-lama kita orang kerja kantor dan rumah jadi hambat aktifitas saya jika lagi banyak tugas yang harus saya kerja dirumah...mana kalau mati lampu bisa sampai 3 jam - 4 jam. terima kasih",LAYANAN
PLN mobael pancen joos,UMUM
"Swacam nya banyakin lagi batas woii jangan 4 doangg, cape ini daftar akun terus",APLIKASI
Aplikasi bangsad. rumit amat,UMUM
"Tolong di tingkat lagi kerja sudah buat pengaduan masih saja tanggap lama, apalagi PLN saparua aduh tiap hari mati lampu terus tiap hari juga buat lapor tetap saja banyak alas tolong di cek itu pihak PLN saparua mengapa saja kerja yang becus gitu! ini alamat lengkap provinsi malu kabupaten malu tengah, camat saparua timur, kelurahan/desa ullath",LAYANAN
"Hari ini saya lapor gangguan listrik mati, sampai 2 x saya lapor stt nyala sementara tapi tugas ngk ada yang kelokasi,jelek sekali layan gangguan PLN",LAYANAN
Suruh kerja kamu profesional tidak pernah sakit hati ini sama mereka,LAYANAN
Lama tidak di tangan kalau mati listrik,LAYANAN
"Respon lama dan jawab template, kadang misinformasi sudah nyala padahal belum. perbaiki listrik juga lama banget gilir nagih nomor 1 buset.",LAYANAN
Indonesia negara hukum. assalamualaikum?!?!?! tidak jelas banget. tiba tiba dapet email verifikasi tengah malem punya akun PLN mobile plus langsung auto punya akun icon cash.,APLIKASI
"Di jawa bagi kota saja tangan lama, bagaimana kalau di daerah pencil",LAYANAN
Mati lampu sampe tengah malem tidak ada baik najis,LAYANAN
Moderland dari siang sampe saat ini belum nyala listrik.,LAYANAN
Hallo bisa di hapus saja aplikasi ini? aplikasi tidak guna sangat tidak guna tiap pengaduan saya selalu di manipulasi.,LAYANAN
Aplikasi kecewa banyak gaya nya.daftar pasang baru ada saja kendala nya.saya sangat kecewa,APLIKASI
Tiba tiba tidak bisa isi token... cek kata ada tagihan dari tahun 2017... slama ini bagaimana ko bisa isi token... aneh,LAYANAN
Sangat lambat dalam tangan sudah lapor dari jam 21.00 sampai jam 04.00 belum ada tindak lanjut,LAYANAN
"PLN ulp sampit sulit pasang baru dan tambah daya, hapus saja aplikasi nya ini",LAYANAN
"Aplikasi sangat buruk, saldo sudah potong token tidak masuk gagal. koruptor PLN mobil",APLIKASI
Masuk kenapa lambat sekali ya,APLIKASI
"Beberapa kali lapor tidak ada tanggapan,status di aplikasi lapor batal padahal saya tidak pernah batal laporan.pernah juga sekali lapor nyata tugas plnnya dateng karena telpon tetangga yang bayar",LAYANAN
"Respon lambat lambat rumah saya sudah lama padem baru ada respon, smoga depan bisa merespon dengan lebih cepat",LAYANAN
Telah perbarui jd jelek. pemberitahuan pakai KWH untuk yang voucher jd tidak ada! buruk,APLIKASI
Hati hati transaksi token PLN bayar tapi ternotice gagal dana tidak bisa kembali,APLIKASI
Susah foto scan meter,APLIKASI
Pengaduan ke cs selalu tidak bisa dan respon lambat tidak ada solusi apa guna nya kerja bagai cs kalau tidak bisa kasih solusi? mending hapus saja aplikasi ini tidak mutu,LAYANAN
Kembali saldo saya. saya isi pulsa lalu aplikasi PLN mobile malah gagal saldo tidak kunjung di kembali saya isi pulsa 200 rbu tidak kecil,APLIKASI
Buruk,UMUM
Aplikasi ngelek sangat jelek,UMUM
Minggu ngajukan pasang baru dak ada progres sama sekali,LAYANAN
PLN mobael pancen jooss,UMUM
"Aplikasi skala nasional tapi server kecil-kecilan? bikin mohon saja butuh berjam-berjam bahkan hitung hari dengan hasil selalu gagal, selalu dalih antusiasme sangat tinggi? percuma harus pakai aplikasi tapi hasil nol. mending offline di kantor saja! kecewa",APLIKASI
Aplikasi sering erorr cok,UMUM
"Tambah mundur aplikasi, pasca perbarui aplikasi malah tidak bisa cek tagihan dan pakai per bulan, hah antusias apa biasa tidak pernah gini kok",APLIKASI
Sangat buruk tidak guna bukan mudah malah susah aplikasi tidak layak saya sangat kecewa jangan pernah download aplikasi ini busukk sekali,UMUM
"Jadwal matlis gk jelas, sering banget mati adminnya kalau tanya diem saja",LAYANAN
Tidak ada titik temu buat laporan.gak ada respon,LAYANAN
Pegawai live chatnya lucu kalau tidak faham service jangan jadi call center,LAYANAN
Listrik sering padam bayar tidak boleh telat ya PLN tolol ini,LAYANAN
"Tidak jelas,, 2 hari sejak tgl pengaduan belum juga ada tugas datang, bayar listrik juta",LAYANAN
"Nunggu kembali dana nya payah amat, suruh tunggu 3-4 hari gakda kabar, dichat lagi pun disuruu tunggu ke tunggu. aplikasi tolol gilir kasih bintang 1 langsung di telpon , buzzer semua anjg yang ngasih bintang 5 bayar berapa itu",APLIKASI
"Layan buruk, di telp dan di chat di aplikasi dari pagi tidak ada tugas yang datang. akhir bekal youtube kerjain listrik sendiri untuk pasang mcb.",LAYANAN
"Sudah sering buat pengaduan listrik padam, tapi lapor batal tulis di batal oleh langgan padahal. langgan tidak pernah batal lapor apakah manipulasi data?",LAYANAN
"Tidak semua orang guna hp dengan ram tinggi, perbarui paksa bikin susah guna ram kecil",APLIKASI
"Aplikasi sangat tidak bantu sudah buat lapor di aplikasi tetap saja suruh kantor buat lapor baru. guna aplikasi apa, kalau masih harus kantor",LAYANAN
"Sakit lama kumat kembali.aplikasi nya sedang maintenance, lampu pun padam.siang padam karena kabel putus,malam ini padam tidak tau karena apa.sudah bosan dan capek untuk PLN ini.terutama ulp manggar.kerja raut yang jadi pimpin nya pun songong.apalagi bagi yang menghandle rating aplikasi nya.bikin janji,ditunggu tidak ad kabar berita dan tidak datang, 4 hari kemudian baru nguber mau datang.bukan kalian saja yang sibuk, saya juga sibuk.gak mungkin tunggu kalian terus",LAYANAN
Apa guna aplikasi ini bikin lapor listrik padam 3 jam belum ada tanggap tugas teknisi...tetep saja lambat nang,LAYANAN
"Karena saldo saya belum kembali bintang 1 saja. tgl 1 februari 2026, saldo saya hilang. transaksi sudah sukses, tapi tidak bisa start charging. akhir bayar lagi.",APLIKASI
Aplikasi gj saldo sudah potong tapi token tidak masuk,APLIKASI
Sudah 3 kali lapor tidak ada teknisi yang datang,LAYANAN
"Aplikasi tidak jelas,riwayat isi tidak perbarui sudah 1 bulan...di live chat tanya riwayat isi lama 1 bulan,malah balik nanya mulu,lah kalau orang inget dan tau waktu tanggal isi lewat apa juga tidak nanya x,karena orang lupa dan mau liat riwayat tapi tidak update,di live chat juga tidak jelas malah balik nanya terus",APLIKASI
"Sangat buruk, sudah 4 hari mcb rusak karena kena rembes air hujan dan tugas bilang suruh nunggu mcb nya dari kantor sampai sekarang belum ada kabar, akhir usaha laundry saya tidak bisa operasi mesti layan kalian sangat buruk!",LAYANAN
Pelihara lama sekali g bisa login banyak iklan,APLIKASI
Aplikasi dikit error dikit error,UMUM
Tidak ada solusi yang dapat bantu,LAYANAN
Saya belum bisa ngasi ful bintang karena riwayat beli no token nya belum bisa lihat,APLIKASI
"Lapor listrik mati, petugaa belum ada yang datang rumah tapi lapor di aplikasi sudah tangan bagaimana ini pelayannannya PLN",LAYANAN
"Layan buruk, tidak ada satu yang datang saat di minta baik kabel meter di dalam aplikasi ini juga gitu cuma buat akal saja olah tulis nya sedang diperbaiki padahal belum sama sekali dan tidak ada tangan juga di tempat jadi",LAYANAN
"Tgl 23 - 26 listrik kita padam, lapor sudah kita buat, telphone ke 123 juga sudah, jawab hanya di tunggu saja. malu saya tamu yang inap di lokasi. kalau kita lambat bayar tanpa konfirmasi putus ketika begitu ada kalau next ada ubah ke lebih baik bintang saya ikan pasti 5",LAYANAN
